中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,307 Mbps,39321 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,420 Mbps,53760 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,78 Mbps,10035 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,565 Mbps,72396 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,22 Mbps,2889 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,89 ms,227 Mbps,29081 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,62 ms,272 Mbps,34816 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,14 ms,146 Mbps,18739 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,92 ms,236 Mbps,30310 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,39 ms,11 Mbps,1466 kB/s
141.148.235.141,443,2a0b:21c0:1007:1ca:0:58a3:53cc:6586,DE,Frankfurt,隧道,109 ms,257 Mbps,32972 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,79 ms,352 Mbps,45158 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,98 ms,319 Mbps,40857 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,96 ms,294 Mbps,37683 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,109 ms,245 Mbps,31436 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,1 Mbps,176 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,308 Mbps,39526 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,30 ms,80 Mbps,10342 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,100 ms,44 Mbps,5651 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,233 Mbps,29900 kB/s
130.162.164.138,443,2606:f240:f00:dd8d:0:e972:b486:53a4,US,Frankfurt,隧道,96 ms,239 Mbps,30617 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,124 ms,38 Mbps,4960 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,164 Mbps,21094 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,74 ms,485 Mbps,62156 kB/s
141.144.207.214,443,2a0b:21c0:100a:1f9:0:d09e:75e6:cc3c,DE,Frankfurt,隧道,93 ms,117 Mbps,15052 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,89 ms,244 Mbps,31334 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,212 Mbps,27136 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,92 ms,42 Mbps,5417 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,427 Mbps,54681 kB/s
144.22.252.124,443,144.22.252.124,BR,S
