中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,312 Mbps,40038 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,904 Mbps,115712 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,49 Mbps,6297 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,21 ms,761 Mbps,97484 kB/s
141.147.111.117,443,2606:f240:f00:83a7:0:3d8c:2f8:842,US,Frankfurt,隧道,107 ms,183 Mbps,23449 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,366 Mbps,46899 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,433 Mbps,55500 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,60 ms,366 Mbps,46899 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,963 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,109 ms,163 Mbps,20889 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,69 ms,39 Mbps,5066 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,171 Mbps,21913 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,493 Mbps,63180 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,50 ms,445 Mbps,57036 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,48 ms,437 Mbps,56012 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,181 Mbps,23244 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,16 ms,61 Mbps,7845 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,164 Mbps,21094 kB/s
193.123.187.233,443,2a0b:21c0:100a:1b6:0:16b8:873c:519f,DE,Frankfurt,隧道,109 ms,92 Mbps,11776 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,41 Mbps,5305 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,61 ms,436 Mbps,55808 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,442 Mbps,56627 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,270 Mbps,34611 kB/s
192.9.138.241,443,192.9.138.241,415 Mbps,53145 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,109 ms,46 Mbps,5954 kB/s
138.3.254.39,443,138.3.254.39,173 Mbps,22220 kB/s
138.3.254.39,,,隧道,0 ms,null Mbps,null kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,430 Mbps,55091 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,56 ms,128 Mbps,16486 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,57 ms,440 Mbps,56422 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,161 ms,7 Mbps,999 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,86 ms,50 Mbps,6498 kB/s
130.162.52.206,443,2a0b:21c0:100a:1b0:0:cb7a:9c1e:4813,DE,Frankfurt,隧道,111 ms,176 Mbps,22528 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,103 ms,25 Mbps,3207 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,69 ms,44 Mbps,5736 kB/s
193.123.62.17,443,2a0b:21c0:100a:1b6:0:3fe:c50c:6f5b,DE,Frankfurt,隧道,120 ms,177 Mbps,22732 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,113 ms,39 Mbps,5053 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,120 Mbps,15360 kB/s
155.248.187.211,443,155.248.187.211,JP,Tokyo,中转,231 ms,31 Mbps,4043 kB/s
144.22.252.124,443,144.22.252.124,BR,S
