中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,679 Mbps,86937 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,1 ms,756 Mbps,96768 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,54 ms,608 Mbps,77926 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,132 ms,129 Mbps,16588 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,12 ms,1544 Mbps,197632 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,138 Mbps,17715 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,56 ms,410 Mbps,52531 kB/s
204.110.220.3,443,204.110.220.206,US,,隧道,171 ms,427 Mbps,54681 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,89 ms,98 Mbps,12595 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,184 Mbps,23654 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,1408 Mbps,180224 kB/s
34.82.76.253,443,34.145.7.247,US,Seattle,隧道,30 ms,840 Mbps,107520 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,75 ms,798 Mbps,102195 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,27 ms,244 Mbps,31232 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,120 Mbps,15462 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,64 ms,367 Mbps,47001 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,45 ms,1384 Mbps,177152 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:332,US,San Jose,隧道,26 ms,13 Mbps,1666 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,49 ms,9 Mbps,1246 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,114 ms,368 Mbps,47206 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,131 ms,136 Mbps,17510 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,86 ms,68 Mbps,8750 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,15 ms,421 Mbps,53964 kB/s
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,65 ms,896 Mbps,114688 kB/s
150.136.169.72,443,150.136.169.72,US,Ashburn,中转,73 ms,60 Mbps,7783 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,89 ms,103 Mbps,13209 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,635 Mbps,81305 kB/s
129.153.126.67,443,2a09:bac1:76a0:e18::26a:a9,US,Los Angeles,隧道,56 ms,43 Mbps,5586 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,85 ms,40 Mbps,5141 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,70 ms,43 Mbps,5514 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,102 Mbps,13107 kB/s
152.70.248.96,443,2a09:bac5:4752:155::22:109,KR,Seoul,隧道,130 ms,3 Mbps,477 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,157 ms,45 Mbps,5766 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,140 ms,219 Mbps,28057 kB/s
144.24.85.158,443,144.24.85.158,KR,Seoul,中转,130 ms,67 Mbps,8676 kB/s
193.122.197.111,443,193.122.197.111,65 Mbps,8434 kB/s
193.122.197.111,,,隧道,0 ms,null Mbps,null kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,153 ms,41 Mbps,5250 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,108 Mbps,13824 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,124 Mbps,15974 kB/s
130.162.243.202,443,2a0b:21c0:100a:1b0:0:bbae:9d4d:d827,DE,Frankfurt,隧道,158 ms,98 Mbps,12595 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,120 ms,252 Mbps,32256 kB/s
64.110.103.69,443,64.110.103.69,40 Mbps,5207 kB/s
64.110.103.69,,,隧道,0 ms,null Mbps,null kB/s
152.67.198.104,443,152.67.198.104,KR,Seoul,中转,136 ms,37 Mbps,4739 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,201 ms,3 Mbps,508 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,41 Mbps,5367 kB/s
168.138.201.0,443,168.138.201.0,JP,Osaka,中转,149 ms,40 Mbps,5219 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,156 ms,27 Mbps,3494 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,155 ms,102 Mbps,13107 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,337 ms,2 Mbps,371 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,40 Mbps,5174 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,161 ms,40 Mbps,5204 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,103 Mbps,13209 kB/s
132.226.6.125,443,132.226.6.125,JP,Tokyo,中转,156 ms,36 Mbps,4665 kB/s
141.147.100.231,443,2a0b:21c0:100a:1b5:0:4888:4854:2fbd,DE,Frankfurt,隧道,156 ms,109 Mbps,14028 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,174 ms,6 Mbps,775 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,202 ms,49 Mbps,6397 kB/s
103.137.63.3,443,61.224.75.25,TW,,隧道,133 ms,145 Mbps,18636 kB/s
158.101.200.132,443,2a0b:21c0:100a:1b0:0:3279:c12b:e9da,DE,Frankfurt,隧道,162 ms,108 Mbps,13926 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,226 ms,80 Mbps,10342 kB/s
141.147.178.154,443,141.147.178.154,JP,Osaka,中转,150 ms,43 Mbps,5622 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,157 ms,26 Mbps,3419 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,157 ms,112 Mbps,14336 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,269 ms,112 Mbps,14336 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,200 ms,36 Mbps,4613 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,149 ms,108 Mbps,13824 kB/s
132.226.209.21,443,2606:f240:f00:83a7:0:decd:1d69:b9db,US,Frankfurt,隧道,152 ms,107 Mbps,13721 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,66 ms,20 Mbps,2622 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,44 ms,141 Mbps,18124 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,59 ms,570 Mbps,73011 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,67 ms,324 Mbps,41574 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,55 ms,370 Mbps,47411 kB/s
103.137.63.2,443,61.224.120.16,TW,,隧道,138 ms,146 Mbps,18739 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,69 ms,20 Mbps,2617 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,148 ms,123 Mbps,15769 kB/s
129.80.26.68,443,129.80.26.68,US,,中转,84 ms,264 Mbps,33894 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,160 ms,123 Mbps,15769 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,168 ms,69 Mbps,8911 kB/s
54.203.85.46,443,204.110.220.46,US,,隧道,53 ms,500 Mbps,64000 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,100 Mbps,12902 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,86 Mbps,11059 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,170 ms,96 Mbps,12288 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,166 ms,56 Mbps,7266 kB/s
