中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,588 Mbps,75366 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,100 ms,88 Mbps,11366 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,209 Mbps,26828 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26a:6a,US,Los Angeles,隧道,72 ms,49 Mbps,6312 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,481 Mbps,61644 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,33 Mbps,4333 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,260 Mbps,33280 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,248 Mbps,31846 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,111 ms,422 Mbps,54067 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,87 ms,214 Mbps,27443 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,87 ms,388 Mbps,49766 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,81 ms,384 Mbps,49152 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,196 Mbps,25088 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,390 Mbps,49971 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,244 Mbps,31334 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,11 ms,81 Mbps,10444 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,44 Mbps,5748 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,374 Mbps,47923 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,93 ms,370 Mbps,47411 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,5 ms,16 Mbps,2115 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,100 ms,334 Mbps,42803 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,72 ms,348 Mbps,44544 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,118 ms,77 Mbps,9907 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,285 Mbps,36556 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,95 ms,42 Mbps,5451 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,100 ms,263 Mbps,33689 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,64 ms,314 Mbps,40243 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,100 ms,48 Mbps,6223 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,63 ms,47 Mbps,6066 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,121 Mbps,15564 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,108 ms,290 Mbps,37171 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,23 Mbps,3023 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,112 ms,46 Mbps,5953 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,107 ms,46 Mbps,5965 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,103 ms,222 Mbps,28467 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,101 ms,43 Mbps,5579 kB/s
168.138.149.17,443,168.138.149.17,BR,S
