中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,791 Mbps,101273 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,93 ms,419 Mbps,53657 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,11 ms,709 Mbps,90828 kB/s
3.144.191.4,443,3.144.191.4,US,Ashburn,中转,73 ms,532 Mbps,68096 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,23 ms,31 Mbps,3986 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,237 Mbps,30412 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,25 ms,291 Mbps,37273 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,363 Mbps,46489 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,52 ms,443 Mbps,56729 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,55 ms,103 Mbps,13209 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,94 ms,47 Mbps,6103 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,112 ms,48 Mbps,6208 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,60 ms,442 Mbps,56627 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,124 Mbps,15872 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,404 Mbps,51712 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,292 Mbps,37478 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,57 ms,315 Mbps,40345 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,187 Mbps,23961 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,100 Mbps,12902 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,171 Mbps,21913 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,94 ms,198 Mbps,25395 kB/s
47.251.108.178,443,47.251.108.178,US,San Jose,中转,67 ms,37 Mbps,4762 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,96 ms,339 Mbps,43417 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,54 ms,11 Mbps,1434 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,103 ms,46 Mbps,5921 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,56 ms,51 Mbps,6535 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,52 ms,409 Mbps,52428 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,48 ms,353 Mbps,45260 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,318 Mbps,40755 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,110 ms,42 Mbps,5455 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,57 ms,0 Mbps,112 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,53 ms,34 Mbps,4371 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,113 ms,152 Mbps,19456 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,171 ms,100 Mbps,12800 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,53 ms,352 Mbps,45158 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,221 ms,220 Mbps,28160 kB/s
158.101.220.182,443,163.123.193.9,DE,Frankfurt,隧道,114 ms,215 Mbps,27545 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,362 Mbps,46387 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,176 Mbps,22630 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,194 ms,38 Mbps,4896 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,135 ms,44 Mbps,5722 kB/s
152.67.137.243,443,98.98.156.6,AE,Frankfurt,隧道,112 ms,104 Mbps,13312 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,141 ms,107 Mbps,13721 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,168 ms,12 Mbps,1596 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,52 Mbps,6702 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,215 ms,124 Mbps,15872 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,109 ms,43 Mbps,5580 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,118 ms,156 Mbps,19968 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,106 ms,72 Mbps,9290 kB/s
152.67.44.30,443,152.67.44.30,BR,S
