中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,27 ms,896 Mbps,114688 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,9 ms,1432 Mbps,183296 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:344,US,Los Angeles,隧道,26 ms,57 Mbps,7395 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,356 Mbps,45568 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,34 ms,912 Mbps,116736 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,2 ms,616 Mbps,78950 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,12 ms,722 Mbps,92467 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,21 ms,1120 Mbps,143360 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,3 ms,6 Mbps,886 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,414 Mbps,53043 kB/s
129.146.134.77,443,2a09:bac5:60ee:1173::1bd:fe,US,Los Angeles,隧道,27 ms,34 Mbps,4476 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,671 Mbps,85913 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,17 ms,631 Mbps,80793 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,24 ms,703 Mbps,90009 kB/s
129.153.126.67,443,2a09:bac5:60ec:78::c:38b,US,Los Angeles,隧道,20 ms,44 Mbps,5689 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,125 ms,223 Mbps,28569 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,80 ms,281 Mbps,36044 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,85 ms,50 Mbps,6434 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:ea,US,Los Angeles,隧道,44 ms,60 Mbps,7756 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,85 ms,319 Mbps,40857 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,153 ms,41 Mbps,5302 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,156 ms,107 Mbps,13721 kB/s
