中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,336 Mbps,43110 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::c:3a1,US,Los Angeles,隧道,18 ms,121 Mbps,15564 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,37 ms,11 Mbps,1523 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,22 ms,872 Mbps,111616 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,142 ms,348 Mbps,44646 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,61 ms,362 Mbps,46387 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,404 Mbps,51814 kB/s
192.9.158.188,443,2a09:bac1:76c0:1cf0::4:31d,US,San Jose,隧道,38 ms,184 Mbps,23552 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,40 ms,952 Mbps,121856 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,4 ms,188 Mbps,24064 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,27 ms,376 Mbps,48128 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,66 ms,30 Mbps,3890 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,42 ms,687 Mbps,87961 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,630 Mbps,80691 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,41 ms,880 Mbps,112640 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,129 ms,141 Mbps,18124 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,8 ms,92 Mbps,11776 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,18 ms,88 Mbps,11366 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,13 ms,1480 Mbps,189440 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,196 ms,198 Mbps,25395 kB/s
132.226.31.178,443,2a09:bac5:60ec:183c::26a:82,US,Los Angeles,隧道,44 ms,50 Mbps,6497 kB/s
