中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,573 Mbps,73420 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,34 ms,74 Mbps,9581 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,71 ms,375 Mbps,48025 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,70 ms,359 Mbps,45977 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,606 Mbps,77619 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,299 Mbps,38297 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,42 Mbps,5448 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,71 ms,276 Mbps,35430 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,4 Mbps,533 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,263 Mbps,33689 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,59 Mbps,7635 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,89 ms,37 Mbps,4830 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,94 ms,228 Mbps,29286 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,114 ms,203 Mbps,26009 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,101 ms,22 Mbps,2902 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,73 ms,353 Mbps,45260 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,51 ms,71 Mbps,9169 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,240 Mbps,30822 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,60 ms,400 Mbps,51302 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,276 Mbps,35430 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,415 Mbps,53145 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,89 ms,274 Mbps,35123 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,80 ms,468 Mbps,60006 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,218 Mbps,27955 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,100 ms,48 Mbps,6176 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,96 ms,52 Mbps,6689 kB/s
143.47.244.160,443,2a0b:21c0:100a:1b1:0:39a0:cdd:d0a1,DE,Frankfurt,隧道,100 ms,235 Mbps,30105 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,24 ms,69 Mbps,8901 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,95 ms,44 Mbps,5658 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,120 ms,240 Mbps,30822 kB/s
193.123.57.244,443,98.98.156.18,DE,Frankfurt,隧道,101 ms,175 Mbps,22425 kB/s
143.47.240.79,443,98.98.166.186,US,Frankfurt,隧道,124 ms,227 Mbps,29081 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,102 ms,244 Mbps,31334 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,22 ms,44 Mbps,5669 kB/s
144.22.252.124,443,144.22.252.124,BR,S
