中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,278 Mbps,35635 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,563 Mbps,72089 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,40 ms,63 Mbps,8067 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,64 ms,49 Mbps,6314 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,50 Mbps,6474 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,68 ms,75 Mbps,9603 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,30 ms,599 Mbps,76697 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,68 ms,288 Mbps,36966 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,113 ms,292 Mbps,37478 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,78 ms,307 Mbps,39321 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,490 Mbps,62771 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,67 ms,316 Mbps,40448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,377 Mbps,48332 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,300 Mbps,38502 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,296 Mbps,37990 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,71 ms,48 Mbps,6207 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,73 ms,296 Mbps,37888 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,240 Mbps,30720 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,81 ms,184 Mbps,23552 kB/s
141.147.13.236,443,2a0b:21c0:1007:1cb:0:6df4:a964:fcf8,DE,Frankfurt,隧道,93 ms,198 Mbps,25395 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,36 Mbps,4713 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,47 Mbps,6054 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,303 Mbps,38809 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,60 ms,295 Mbps,37785 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,89 ms,13 Mbps,1701 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,200 Mbps,25702 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,93 ms,74 Mbps,9525 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,64 ms,17 Mbps,2236 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,113 ms,435 Mbps,55705 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,99 ms,48 Mbps,6267 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,101 ms,43 Mbps,5558 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,93 ms,190 Mbps,24371 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,68 ms,117 Mbps,15052 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,240 Mbps,30822 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,236 Mbps,30310 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,240 Mbps,30822 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,46 Mbps,5926 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,91 ms,225 Mbps,28876 kB/s
130.162.143.219,443,130.162.143.219,KR,Seoul,中转,197 ms,38 Mbps,4864 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,86 ms,239 Mbps,30617 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,81 ms,312 Mbps,40038 kB/s
150.230.112.102,443,2a0b:21c0:100a:1b1:0:9c53:ba80:50e9,DE,Frankfurt,隧道,95 ms,115 Mbps,14745 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,197 ms,39 Mbps,5000 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,193 ms,78 Mbps,10035 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,239 Mbps,30617 kB/s
144.22.252.124,443,144.22.252.124,BR,S
