中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.19.58.219,US,Seattle,隧道,21 ms,912 Mbps,116736 kB/s
129.146.7.98,443,2a09:bac5:60ee:78::c:311,US,Los Angeles,隧道,18 ms,75 Mbps,9641 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,331 Mbps,42393 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,20 ms,63 Mbps,8157 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,415 Mbps,53145 kB/s
35.197.23.75,443,34.19.58.219,US,Seattle,隧道,21 ms,896 Mbps,114688 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,58 ms,374 Mbps,47923 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,78 ms,1608 Mbps,205824 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,66 Mbps,8500 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,1872 Mbps,239616 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,109 Mbps,14028 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,2 ms,753 Mbps,96460 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::c7:9,US,Buffalo,隧道,72 ms,90 Mbps,11571 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,156 ms,40 Mbps,5226 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,613 Mbps,78540 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,325 Mbps,41676 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,101 ms,664 Mbps,84992 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,161 Mbps,20684 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,102 Mbps,13107 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,149 ms,122 Mbps,15667 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,92 ms,79 Mbps,10137 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,76 ms,17 Mbps,2211 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,61 ms,57 Mbps,7408 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,130 ms,692 Mbps,88576 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,125 Mbps,16076 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,65 ms,58 Mbps,7533 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,40 Mbps,5159 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,100 Mbps,12902 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,69 ms,20 Mbps,2565 kB/s
8.219.111.175,443,8.219.111.175,SG,59 Mbps,7568 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,132 ms,142 Mbps,18227 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,168 ms,77 Mbps,9975 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,153 ms,115 Mbps,14745 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,132 ms,67 Mbps,8638 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,65 ms,45 Mbps,5826 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,40 Mbps,5235 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,414 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,148 ms,41 Mbps,5327 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,143 ms,140 Mbps,18022 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,148 ms,43 Mbps,5605 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,53 ms,355 Mbps,45465 kB/s
8.219.106.156,443,8.219.106.156,SG,Singapore,中转,171 ms,104 Mbps,13414 kB/s
8.219.170.232,443,8.219.170.232,SG,Singapore,中转,169 ms,68 Mbps,8750 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,169 ms,68 Mbps,8717 kB/s
8.218.63.172,443,8.218.63.172,HK,Hong Kong,中转,149 ms,5 Mbps,722 kB/s
47.242.224.48,443,47.242.224.48,HK,Hong Kong,中转,155 ms,3 Mbps,441 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,129 ms,120 Mbps,15360 kB/s
141.147.99.58,443,2a0b:21c0:100a:1b7:0:8f82:89e0:3e67,DE,Frankfurt,隧道,155 ms,97 Mbps,12492 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,149 ms,128 Mbps,16486 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,170 ms,120 Mbps,15360 kB/s
138.2.8.91,443,128.14.110.206,US,Singapore,隧道,183 ms,104 Mbps,13312 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,252 ms,120 Mbps,15462 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,169 ms,80 Mbps,10240 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,169 ms,89 Mbps,11468 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,144 ms,42 Mbps,5386 kB/s
146.56.46.84,443,146.56.46.84,KR,Tokyo,中转,132 ms,44 Mbps,5673 kB/s
8.219.159.151,443,8.219.159.151,SG,Singapore,中转,168 ms,96 Mbps,12288 kB/s
204.110.220.3,443,204.110.220.197,US,,隧道,22 ms,275 Mbps,35225 kB/s
8.218.204.128,443,8.218.204.128,HK,Hong Kong,中转,152 ms,93 Mbps,11980 kB/s
158.180.68.56,443,158.180.68.56,KR,Seoul,中转,185 ms,129 Mbps,16588 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,166 ms,0 Mbps,37 kB/s
150.230.114.174,443,2606:f240:f00:a683:0:dc6f:39b6:e00,US,Frankfurt,隧道,238 ms,116 Mbps,14848 kB/s
8.219.199.220,443,8.219.199.220,SG,Singapore,中转,305 ms,63 Mbps,8176 kB/s
144.24.160.240,443,2a0b:21c0:1007:ca:0:3145:3bb7:21a,DE,Frankfurt,隧道,150 ms,107 Mbps,13721 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,188 ms,35 Mbps,4548 kB/s
152.70.49.204,443,2606:f240:f00:5a42:0:31d0:9287:7be8,US,Frankfurt,隧道,151 ms,102 Mbps,13107 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,169 ms,73 Mbps,9418 kB/s
144.24.163.152,443,2a0b:21c0:1007:c9:0:3cc1:d4cb:37dc,DE,Frankfurt,隧道,272 ms,100 Mbps,12800 kB/s
141.147.115.120,443,2606:f240:f00:eaf1:0:e0d3:756a:4a40,US,Frankfurt,隧道,151 ms,70 Mbps,9081 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,152 ms,106 Mbps,13619 kB/s
155.248.204.33,443,2603:c024:c011:e604:4aea:b4b7:aac5:85ae,US,San Jose,隧道,130 ms,864 Mbps,110592 kB/s
103.137.63.3,443,111.247.41.23,TW,,隧道,134 ms,131 Mbps,16793 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,44 ms,117 Mbps,15052 kB/s
54.203.85.46,443,204.110.220.36,US,,隧道,92 ms,356 Mbps,45670 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,62 ms,18 Mbps,2331 kB/s
3.138.59.154,443,3.130.94.216,US,,隧道,62 ms,14 Mbps,1834 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,142 ms,91 Mbps,11673 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,35 Mbps,4503 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,38 ms,476 Mbps,60928 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,100 Mbps,12800 kB/s
35.157.240.237,443,3.68.128.205,DE,,隧道,369 ms,100 Mbps,12902 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,92 Mbps,11878 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,223 ms,49 Mbps,6327 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,158 ms,101 Mbps,13004 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,155 ms,121 Mbps,15564 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,155 ms,123 Mbps,15769 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,157 ms,120 Mbps,15360 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,153 ms,118 Mbps,15155 kB/s
130.162.167.229,443,2a0b:21c0:100a:1fa:0:8e3:5b26:553b,DE,Frankfurt,隧道,159 ms,92 Mbps,11878 kB/s
141.148.243.109,443,2a0b:21c0:100a:1b0:0:b7ad:ad1b:c9af,DE,Frankfurt,隧道,155 ms,112 Mbps,14438 kB/s
8.219.51.211,443,8.219.51.211,SG,Singapore,中转,247 ms,79 Mbps,10137 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,180 ms,37 Mbps,4787 kB/s
144.22.252.124,443,144.22.252.124,BR,S
