中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,25 ms,936 Mbps,119808 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,51 ms,479 Mbps,61337 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,59 ms,505 Mbps,64716 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,56 ms,520 Mbps,66662 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,601 Mbps,77004 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,66 Mbps,8554 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,31 ms,30 Mbps,3860 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,57 ms,550 Mbps,70451 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,519 Mbps,66457 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,463 Mbps,59289 kB/s
192.18.134.231,443,192.18.134.231,US,Dallas,中转,54 ms,417 Mbps,53452 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,44 Mbps,5723 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,121 ms,180 Mbps,23040 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,758 Mbps,97075 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,152 Mbps,19558 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,345 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Dallas,隧道,75 ms,51 Mbps,6601 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,75 ms,50 Mbps,6502 kB/s
129.146.209.97,443,129.146.209.97,US,San Jose,中转,51 ms,376 Mbps,48128 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,217 Mbps,27852 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,328 Mbps,42086 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,121 ms,86 Mbps,11059 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,47 ms,429 Mbps,54988 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,133 ms,42 Mbps,5452 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,57 ms,404 Mbps,51712 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,44 ms,32 Mbps,4133 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,111 ms,236 Mbps,30310 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,131 ms,43 Mbps,5611 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,382 Mbps,48947 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,207 ms,76 Mbps,9834 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,176 ms,116 Mbps,14848 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,50 Mbps,6510 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,121 ms,49 Mbps,6396 kB/s
168.138.149.17,443,168.138.149.17,BR,S
